FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time,Before Computation_cc_0,After Computation_cc_0,Overlap Stall Time_cc_0,Raw Compute Time_cc_0,cc_tiles_cc_0,Before Computation_cc_1,After Computation_cc_1,Overlap Stall Time_cc_1,Raw Compute Time_cc_1,cc_tiles_cc_1,Before Computation_cc_2,After Computation_cc_2,Overlap Stall Time_cc_2,Raw Compute Time_cc_2,cc_tiles_cc_2,Before Computation_cc_3,After Computation_cc_3,Overlap Stall Time_cc_3,Raw Compute Time_cc_3,cc_tiles_cc_3,Before Computation_cc_4,After Computation_cc_4,Overlap Stall Time_cc_4,Raw Compute Time_cc_4,cc_tiles_cc_4,Before Computation_cc_5,After Computation_cc_5,Overlap Stall Time_cc_5,Raw Compute Time_cc_5,cc_tiles_cc_5,Before Computation_cc_6,After Computation_cc_6,Overlap Stall Time_cc_6,Raw Compute Time_cc_6,cc_tiles_cc_6,Before Computation_cc_7,After Computation_cc_7,Overlap Stall Time_cc_7,Raw Compute Time_cc_7,cc_tiles_cc_7,Total CC Tiles,Overlap Stall Time Total,Raw Compute Time Total
128x128x128w28-32-30,363165,363153,363164,363178,363170,363155,363155,363146,367277,363182,3689,433,27839,335661,100,3689,437,28772,334720,100,3689,427,27848,335645,100,3689,411,25707,337784,100,3687,420,95687,267805,100,3687,435,94102,269390,100,3687,435,94802,268690,100,3687,444,94662,268830,100,800,489419,2418525
128x128x128w28-32-31,362516,362532,362535,362528,362511,362507,362519,362529,366592,362537,3640,454,26653,336219,100,3632,437,27662,335209,100,3632,433,28092,334778,100,3632,439,25317,337552,100,3630,455,95080,267788,100,3630,458,93989,268878,100,3630,445,94107,268759,100,3630,434,94129,268736,100,800,485029,2417919
128x128x128w28-32-32,355429,355423,355430,355460,355450,355453,355440,355428,359457,355467,3630,418,18586,337183,80,3630,406,18525,337226,80,3630,400,18207,337545,80,3630,368,16925,338825,80,3628,379,85505,270246,80,3620,384,84575,271184,80,3620,397,84873,270886,80,3620,409,85046,270713,80,640,412242,2433808
128x128x128w29-24-32,345125,345114,345129,345130,344862,344869,344852,344850,349076,345134,3610,346,30990,314363,120,3610,361,31172,314185,120,3610,345,31520,313836,120,3610,343,30301,315054,120,3608,610,47339,298015,120,3608,602,114538,230815,120,3608,618,114204,231148,120,3608,619,114125,231226,120,960,514189,2248642
128x128x128w29-24-33,346736,346744,346750,346760,346521,346518,346514,346514,350797,346763,3686,395,32284,314729,120,3678,385,32436,314575,120,3678,379,32831,314180,120,3678,369,31269,315742,120,3676,608,48799,298212,120,3676,611,115917,231094,120,3676,615,116100,230911,120,3676,615,115886,231125,120,960,525522,2250568
128x128x128w29-24-34,346427,346445,346417,346423,346217,346219,346219,346219,350512,346446,3714,389,32218,314480,120,3706,371,32533,314165,120,3706,399,32396,314302,120,3706,393,31473,315225,120,3704,599,48497,298201,120,3704,597,116016,230682,120,3704,589,115401,231289,120,3704,589,116140,230550,120,960,524674,2248894
128x128x128w29-24-35,347291,347314,347285,347293,347106,347109,347109,347109,351375,347315,3717,371,32317,315227,120,3709,361,32337,315220,120,3709,389,32672,314884,120,3709,380,31391,316164,120,3707,566,49153,298401,120,3707,562,115730,231823,120,3707,561,116132,231420,120,3707,560,116087,231464,120,960,525819,2254603
128x128x128w29-32-22,381669,381678,381684,381679,381071,381080,381056,381047,385646,381687,3563,434,34821,347164,120,3563,407,35282,346685,120,3563,402,35422,346546,120,3563,405,32820,349146,120,3561,1014,51136,330831,120,3561,1005,119229,262738,120,3561,1029,120170,261797,120,3561,1038,119470,262497,120,960,548350,2507404
128x128x128w29-32-23,379232,379233,379224,379216,378763,378787,378769,378765,383213,379235,3579,422,34560,344976,120,3579,403,34570,344948,120,3579,413,35516,344003,120,3579,419,33558,345959,120,3577,873,51048,328470,120,3577,849,119675,259843,120,3577,867,120266,259252,120,3577,871,120085,259433,120,960,549278,2486884
128x128x128w29-32-24,378634,378642,378635,378596,378327,378339,378335,378320,382638,378644,3583,441,34278,344679,120,3583,415,35481,343458,120,3583,423,35571,343369,120,3583,460,33637,345301,120,3581,730,51685,327254,120,3581,718,119877,259062,120,3581,722,119938,259001,120,3581,737,119893,259046,120,960,550360,2481170
128x128x128w29-32-25,376685,376683,376684,376690,376525,376525,376536,376517,380691,376694,3598,428,34086,342909,120,3598,412,34305,342672,120,3598,412,35140,341838,120,3598,404,33764,343212,120,3596,570,51126,325851,120,3596,570,119584,257393,120,3596,559,119578,257399,120,3596,578,119625,257352,120,960,547208,2468626
128x128x128w29-32-26,369393,369383,369407,369415,368595,368600,368605,368594,373418,369419,3620,425,26840,342880,100,3620,417,28182,341520,100,3620,394,27448,342255,100,3620,384,25871,343830,100,3618,1205,43995,325707,100,3618,1200,111401,258301,100,3618,1195,111743,257959,100,3618,1206,111500,258202,100,800,486980,2470654
128x128x128w29-32-27,367313,367317,367317,367306,366620,366613,366622,366622,371337,367320,3633,411,26702,340924,100,3633,389,27729,339879,100,3633,390,27708,339901,100,3633,399,26124,341483,100,3631,1086,43673,323935,100,3631,1093,111911,255697,100,3631,1084,111898,255710,100,3631,1084,111653,255955,100,800,487398,2453484
128x128x128w29-32-28,365411,365413,365414,365399,364848,364843,364859,364859,369453,365417,3653,409,27248,338474,100,3653,389,27839,337865,100,3653,389,27983,337722,100,3653,402,26009,339694,100,3651,954,43741,321963,100,3651,959,111822,253882,100,3651,943,111925,253779,100,3651,943,111635,254069,100,800,488202,2437448
128x128x128w29-32-29,365854,365851,365855,365867,365442,365425,365424,365432,369955,365872,3702,418,27009,339165,100,3702,411,27845,338319,100,3702,406,27830,338333,100,3702,393,25949,340213,100,3700,817,44121,322040,100,3700,833,112232,253928,100,3700,833,112133,254026,100,3692,832,111741,254425,100,800,488860,2440449
128x128x128w29-32-30,365533,365500,365500,365516,365216,365218,365231,365224,369624,365534,3705,406,27490,338351,100,3705,421,29013,336810,100,3705,422,28378,337446,100,3705,404,25825,339997,100,3703,705,43915,321908,100,3703,703,111819,254004,100,3703,690,112453,253370,100,3703,697,112075,253748,100,800,490968,2435634
128x128x128w29-32-31,364263,364279,364277,364263,364099,364092,364109,364100,368331,364280,3662,424,26276,338313,100,3654,407,26652,337936,100,3654,408,27526,337061,100,3654,421,25101,339485,100,3652,584,43441,321144,100,3652,590,111167,253417,100,3652,572,111691,252892,100,3652,580,111495,253087,100,800,483349,2433335
128x128x128w29-32-32,356562,356570,356562,356549,355477,355485,355494,355486,360577,356575,3664,361,18807,338038,80,3664,352,18395,338449,80,3664,359,19125,337718,80,3664,371,17779,339063,80,3662,1442,35325,321516,80,3654,1441,103022,253826,80,3654,1431,103307,253540,80,3654,1438,103282,253564,80,640,419042,2435714
128x128x128w30-24-32,329354,329343,329353,329357,329357,329364,329347,329345,333315,329370,3613,367,32206,297397,120,3613,368,32288,297305,120,3613,357,32181,297411,120,3613,352,30982,298609,120,3611,351,31192,298398,120,3611,343,30184,299405,120,3611,359,98516,231072,120,3611,360,98356,231231,120,960,385905,2250828
128x128x128w30-24-33,330902,330888,330896,330882,330899,330902,330900,330902,334937,330910,3691,365,33450,297699,120,3683,376,33805,297341,120,3683,368,33870,297276,120,3683,382,32232,298914,120,3681,365,32697,298449,120,3681,362,31078,300068,120,3681,364,100329,230817,120,3681,354,99529,231609,120,960,396990,2252173
128x128x128w30-24-34,330807,330816,330801,330817,330789,330803,330806,330803,334872,330820,3723,357,33370,297676,120,3715,350,34010,297038,120,3715,364,33737,297310,120,3715,347,33063,297983,120,3713,374,32794,298251,120,3713,359,30992,300052,120,3713,355,100890,230153,120,3713,357,100171,230871,120,960,399027,2249334
128x128x128w30-32-22,362623,362638,362638,362630,362638,362648,362646,362644,366605,362654,3580,422,36345,326582,120,3580,389,36618,326291,120,3580,390,37467,325443,120,3580,396,34398,328510,120,3578,389,35475,327434,120,3578,379,33221,329688,120,3578,381,104600,258309,120,3578,383,105063,257846,120,960,423187,2480103
128x128x128w30-32-23,360914,360892,360913,360900,360902,360916,360927,360924,364899,360934,3596,409,36055,325150,120,3596,413,36742,324445,120,3596,393,36899,324289,120,3596,404,34897,326289,120,3594,403,35278,325909,120,3594,389,33210,327977,120,3594,378,104466,256721,120,3594,381,104508,256679,120,960,422055,2467459
128x128x128w30-32-24,361571,361554,361550,361543,361553,361563,361575,361570,365563,361582,3599,413,36395,325471,120,3599,412,36447,325401,120,3599,417,36782,325067,120,3599,422,35430,326417,120,3597,413,35605,326243,120,3597,403,33385,328463,120,3597,391,104802,257046,120,3597,396,104330,257518,120,960,423176,2471626
128x128x128w30-32-25,360733,360729,360733,360740,360719,360719,360733,360711,364742,360744,3616,413,35439,325589,120,3616,399,36209,324801,120,3616,396,36057,324954,120,3616,387,34851,326158,120,3614,409,35185,325825,120,3614,409,33124,327886,120,3614,395,104752,256258,120,3614,417,104395,256615,120,960,420012,2468086
128x128x128w30-32-26,353196,353209,353200,353184,353182,353187,353185,353200,357220,353211,3651,393,27908,325583,100,3651,362,28978,324495,100,3651,372,28888,324586,100,3651,386,26932,326540,100,3649,389,27877,325596,100,3649,384,25702,327771,100,3649,386,96588,256885,100,3649,371,96225,257248,100,800,359098,2468704
128x128x128w30-32-27,352100,352086,352092,352078,352077,352070,352078,352088,356114,352101,3654,380,28311,324071,100,3654,376,29298,323066,100,3654,371,28904,323461,100,3654,383,27182,325181,100,3652,385,27647,324717,100,3652,392,25643,326721,100,3652,384,96576,255788,100,3652,374,95983,256381,100,800,359544,2459386
128x128x128w30-32-28,349525,349525,349509,349509,349507,349502,349525,349517,353564,349532,3673,386,28086,321727,100,3673,368,29208,320587,100,3673,385,28915,320881,100,3673,383,27162,322632,100,3671,386,27398,322397,100,3671,391,25834,323961,100,3671,368,96633,253162,100,3671,376,96630,253165,100,800,359866,2438512
128x128x128w30-32-29,352318,352319,352315,352334,352324,352302,352308,352309,356411,352338,3711,402,29355,323267,100,3711,383,29798,322806,100,3711,388,29542,323063,100,3711,367,27725,324878,100,3709,378,27944,324660,100,3709,400,25590,327014,100,3709,394,96445,256159,100,3709,393,96710,255894,100,800,363109,2457741
128x128x128w30-32-30,348460,348465,348467,348444,348444,348435,348446,348463,352562,348471,3733,388,29333,319417,100,3733,373,30037,318703,100,3733,370,30309,318430,100,3733,392,27526,321212,100,3731,391,28786,319951,100,3731,399,26619,322117,100,3731,387,97627,251108,100,3723,377,97559,251183,100,800,367796,2422121
128x128x128w30-32-31,350414,350419,350429,350433,350437,350444,350441,350445,354474,350452,3664,409,28981,321744,100,3656,408,29623,321106,100,3656,397,29605,321123,100,3656,392,27315,323412,100,3654,387,28170,322556,100,3654,379,25102,325623,100,3654,381,97582,253142,100,3654,376,96942,253781,100,800,363320,2442487
128x128x128w30-32-32,341039,341038,341020,341030,341029,341054,341054,341046,345052,341056,3680,347,22652,318656,80,3680,343,21788,319515,80,3680,360,22041,319261,80,3680,349,19877,321424,80,3678,349,20863,320437,80,3670,331,17242,324065,80,3670,330,89164,252142,80,3670,337,88990,252315,80,640,302617,2427815
128x128x128w31-24-32,329275,329275,329264,329268,306262,306263,306241,305966,333245,329277,3649,340,32688,296809,120,3649,330,32723,296764,120,3649,340,32511,296975,120,3649,335,31379,298106,120,3647,23340,48800,280708,96,3647,23338,47298,282209,96,3647,23359,47850,281656,96,3647,23633,116696,212809,96,864,389945,2246036
128x128x128w31-24-33,331182,331181,331188,331190,307794,307800,307765,307522,335215,331193,3695,353,32475,298942,120,3687,356,32860,298559,120,3687,348,33136,298282,120,3687,345,32367,299050,120,3685,23740,50131,281309,96,3685,23733,48312,283127,96,3685,23767,48657,282781,96,3685,24009,117057,214380,96,864,394995,2256430
128x128x128w31-32-22,363219,363220,363210,363214,339204,339230,339245,338567,367177,363222,3620,345,36076,327370,120,3620,346,36178,327270,120,3620,355,36284,327163,120,3620,350,34719,328727,120,3618,24359,53220,310249,96,3618,24332,51922,311546,96,3618,24316,51666,311801,96,3618,24993,124303,239163,96,864,424368,2483289
128x128x128w31-32-23,361338,361341,361331,361329,337331,337329,337355,336824,365325,361343,3636,370,35929,325661,120,3636,357,36438,325142,120,3636,366,36663,324916,120,3636,367,34657,326921,120,3634,24364,53101,308500,96,3634,24365,51664,309936,96,3634,24338,51656,309943,96,3634,24868,123806,237792,96,864,423914,2468811
128x128x128w31-32-24,361982,361980,361984,361973,338024,338021,338036,337727,365973,361987,3635,370,36182,326052,120,3635,368,36003,326227,120,3635,365,35920,326311,120,3635,374,33808,328421,120,3633,24324,52392,309862,96,3633,24322,50772,311477,96,3633,24306,51317,310931,96,3633,24614,123667,238580,96,864,420061,2477861
128x128x128w31-32-25,363160,363161,363150,363147,338972,338976,338974,338824,367166,363163,3657,368,36112,327298,120,3657,357,36765,326635,120,3657,367,36663,326736,120,3657,369,34864,328534,120,3655,24543,53107,310314,96,3655,24538,51723,311697,96,3655,24539,52192,311227,96,3655,24688,124475,238943,96,864,425901,2481384
128x128x128w31-32-26,355349,355344,355342,355357,332701,332664,332669,331829,359358,355361,3669,359,28368,327242,100,3669,354,30117,325483,100,3669,355,29569,326030,100,3669,339,27015,328583,100,3667,22994,45945,309672,80,3667,23030,44547,311069,80,3667,23024,44964,310651,80,3667,23863,116289,239325,80,720,366814,2478055
128x128x128w31-32-27,353336,353338,353336,353340,330715,330728,330702,330006,357349,353344,3680,352,28457,325133,100,3680,340,30709,322871,100,3680,341,29357,324222,100,3680,336,27065,326513,100,3678,22960,45762,307835,80,3678,22946,44251,309345,80,3678,22971,44852,308743,80,3678,23666,116410,237184,80,720,366863,2461846
128x128x128w31-32-28,351114,351119,351118,351110,328651,328647,328620,328069,355146,351121,3693,358,28709,322665,100,3693,343,29230,322134,100,3693,343,29373,321990,100,3693,350,27057,324305,100,3691,22808,45363,306018,80,3691,22811,44515,306865,80,3691,22837,44728,306651,80,3691,23387,116071,235307,80,720,365046,2445935
128x128x128w31-32-29,351657,351651,351648,351652,328945,328962,329011,328537,355718,351658,3732,348,28622,323285,100,3732,344,29524,322373,100,3732,346,29484,322412,100,3732,341,27089,324806,100,3730,23047,45789,306125,80,3730,23029,44560,307353,80,3730,22979,44601,307311,80,3730,23452,116122,235789,80,720,365791,2449454
128x128x128w31-32-30,351386,351378,351376,351382,328706,328682,328701,328388,355457,351387,3742,348,29109,322527,100,3742,346,29858,321768,100,3742,347,30061,321564,100,3742,340,27170,324454,100,3740,23015,46305,305338,80,3740,23038,44168,307474,80,3740,23018,45615,306026,80,3740,23330,117614,234026,80,720,369900,2443177
128x128x128w31-32-31,349438,349428,349426,349428,326689,326709,326715,326558,353519,349440,3746,354,28102,321592,100,3746,354,28891,320793,100,3746,355,29183,320500,100,3746,352,26774,322908,100,3744,23090,45503,304198,80,3744,23069,44676,305024,80,3744,23062,44425,305274,80,3736,23226,116286,233420,80,720,363840,2433709
128x128x128w31-32-32,339516,339503,339511,339517,318782,318801,318818,317687,343503,339524,3694,312,19628,320122,80,3694,315,19685,320055,80,3694,306,19306,320433,80,3694,299,18299,321439,80,3692,21033,36293,303460,64,3684,21021,34834,304926,64,3684,21003,35030,304729,64,3684,22133,107320,232438,64,576,290395,2427602
128x128x128w32-24-26,315442,315448,315456,315451,315451,315466,315437,315432,319472,315470,3570,475,33292,282507,120,3570,463,33749,282044,120,3562,462,33831,281969,120,3562,466,33025,282774,120,3560,465,32354,283444,120,3560,449,31894,283903,120,3560,477,31346,284450,120,3560,481,32102,283693,120,960,261593,2264784
128x128x128w32-24-27,315003,314999,315011,315013,315014,315020,315018,314993,319049,315024,3581,482,33481,281886,120,3581,478,33698,281661,120,3573,473,33899,281467,120,3573,470,32152,283213,120,3571,468,32903,282461,120,3571,461,32020,283343,120,3571,462,32317,283045,120,3571,486,31580,283781,120,960,262050,2260857
128x128x128w32-24-28,316113,316102,316107,316114,316122,316122,316101,316101,320151,316126,3579,476,33788,282683,120,3579,479,34392,282071,120,3571,481,34519,281951,120,3571,473,33032,283437,120,3569,464,32631,283837,120,3569,463,31803,284664,120,3569,483,32173,284293,120,3569,482,32318,284147,120,960,264656,2267083
128x128x128w32-24-29,315646,315646,315655,315668,315662,315663,315663,315639,319738,315670,3624,485,33635,282378,120,3624,477,33766,282239,120,3616,475,33901,282111,120,3616,461,32663,283348,120,3614,466,32234,283776,120,3614,464,31866,284143,120,3614,463,32021,283987,120,3614,486,31844,284163,120,960,261930,2266145
128x128x128w32-24-30,315735,315731,315746,315745,315732,315754,315736,315727,319828,315758,3624,486,34267,281836,120,3624,482,34370,281725,120,3616,474,33887,282215,120,3616,474,33456,282645,120,3614,486,33341,282759,120,3614,463,31572,284527,120,3614,480,32938,283160,120,3614,488,32749,283348,120,960,266580,2262215
128x128x128w32-24-31,316476,316484,316484,316484,316488,316488,316477,316467,320577,316493,3652,456,34685,282129,120,3644,458,34532,282292,120,3644,457,34765,282058,120,3644,456,33536,283286,120,3642,451,33813,283008,120,3642,450,32162,284658,120,3642,460,33309,283510,120,3642,469,32867,283951,120,960,269669,2264892
128x128x128w32-24-32,304763,304769,304761,304781,304805,304795,304793,304795,308755,304807,3555,463,25051,280081,96,3555,441,25210,279906,96,3555,449,25267,279849,96,3547,437,24634,280490,96,3545,413,24023,281101,96,3545,423,22867,282257,96,3545,425,22706,282418,96,3545,415,22898,282218,96,768,192656,2248320
128x128x128w32-32-17,348468,348447,348464,348495,348491,348474,348464,348493,352272,348500,3322,497,31753,317086,128,3322,512,32673,316160,128,3322,494,32493,316339,128,3322,462,28920,319911,128,3320,465,29938,318892,128,3320,481,28820,320009,128,3320,490,29256,319572,128,3312,468,29033,319802,128,1024,242886,2547771
128x128x128w32-32-19,347819,347811,347827,347846,347791,347844,347834,347840,351847,347850,3504,544,32845,315408,112,3504,542,35577,312666,112,3504,526,35437,312806,112,3504,507,31212,317031,112,3502,562,32439,315804,112,3502,509,30228,318015,112,3502,519,30953,317290,112,3502,513,30539,317704,112,896,259230,2526724
128x128x128w32-32-20,346551,346542,346582,346599,346591,346602,346591,346573,350595,346608,3496,568,34236,312773,112,3496,567,36782,310217,112,3496,527,35808,311191,112,3496,510,31274,315725,112,3494,518,32007,314992,112,3494,507,30902,316097,112,3494,518,30760,316239,112,3494,536,30672,316327,112,896,262441,2513561
128x128x128w32-32-22,341694,341700,341686,341649,341676,341686,341692,341701,345805,341709,3602,523,30270,311853,96,3602,512,29965,312153,96,3602,525,30888,311229,96,3602,561,28739,313377,96,3600,533,28020,314095,96,3600,522,26406,315708,96,3600,515,26692,315421,96,3600,505,27509,314603,96,768,228489,2508439
128x128x128w32-32-23,340964,340973,340979,340937,340980,340958,340973,340976,345077,340985,3613,506,29930,311446,96,3613,500,29362,312017,96,3613,493,30107,311271,96,3613,534,28458,312919,96,3611,490,27380,313996,96,3611,511,26529,314846,96,3611,495,26175,315199,96,3611,491,27277,314096,96,768,225218,2505790
128x128x128w32-32-24,340490,340470,340481,340497,340476,340483,340490,340462,344596,340502,3605,520,28947,311969,96,3605,530,29031,311875,96,3605,518,29135,311770,96,3605,501,26937,313967,96,3603,521,27178,313725,96,3603,513,25812,315090,96,3603,505,26196,314705,96,3595,540,26651,314257,96,768,219887,2507358
128x128x128w32-32-25,341626,341612,341604,341590,341612,341610,341622,341622,345761,341629,3638,511,29519,312524,96,3638,520,29062,312976,96,3638,527,29496,312541,96,3638,540,28914,313122,96,3636,517,28088,313947,96,3636,518,26533,315501,96,3628,513,26607,315434,96,3628,512,26820,315220,96,768,225039,2511265
128x128x128w32-32-26,333905,333885,333912,333954,333913,333948,333953,333943,338068,333960,3635,544,22928,311443,80,3635,557,24191,310173,80,3635,529,24924,309439,80,3635,486,21406,312956,80,3633,526,21623,312738,80,3633,490,20769,313591,80,3633,484,20595,313764,80,3633,493,20678,313680,80,640,177114,2497784
128x128x128w32-32-27,333329,333326,333314,333305,333305,333289,333305,333344,337458,333352,3632,513,22676,311088,80,3632,509,24031,309726,80,3632,520,24837,308919,80,3632,528,21157,312598,80,3630,527,21712,312042,80,3630,542,20809,312944,80,3630,525,21069,312683,80,3630,485,20514,313237,80,640,176805,2493237
128x128x128w32-32-28,331679,331624,331664,331659,331689,331693,331680,331684,335836,331699,3662,511,22618,309494,80,3662,559,24636,307469,80,3662,518,24489,307615,80,3662,522,21513,310590,80,3660,491,22049,310053,80,3660,486,20567,311534,80,3660,498,21093,311007,80,3660,493,20911,311188,80,640,177876,2478950
128x128x128w32-32-29,331085,331087,331087,331098,331069,331101,331080,331096,335262,331107,3681,512,22908,308611,80,3681,503,23584,307928,80,3681,502,23757,307754,80,3681,490,21579,309931,80,3679,518,21977,309532,80,3679,485,20138,311370,80,3679,505,20509,310998,80,3679,488,20211,311295,80,640,174663,2477419
128x128x128w32-32-30,329024,329037,328959,329034,329002,329022,329035,329013,333211,329042,3692,511,23078,306379,80,3692,491,25042,304408,80,3692,568,23787,305662,80,3692,492,21157,308291,80,3690,523,22054,307393,80,3690,502,20665,308781,80,3690,488,20657,308788,80,3690,509,20089,309355,80,640,176529,2459057
128x128x128w32-32-31,327924,327932,327933,327953,327943,327926,327930,327881,332125,327957,3696,521,23127,305240,80,3696,506,24424,303936,80,3696,504,23617,304742,80,3696,483,21527,306831,80,3694,492,21839,306518,80,3694,508,20919,307437,80,3694,503,21576,306779,80,3694,551,21379,306975,80,640,178408,2448458
128x128x128w33-24-26,365512,365513,365513,365515,365519,365298,365315,365289,369650,365524,3663,492,33272,332614,120,3663,483,83895,281983,120,3663,482,83871,282006,120,3663,479,82658,283218,120,3661,474,83201,282674,120,3661,694,98878,266996,120,3661,676,98932,266941,120,3661,701,98924,266948,120,960,663631,2263380
128x128x128w33-24-27,365845,365845,365809,365825,365825,365662,365660,365663,369972,365847,3671,471,33273,332925,120,3671,465,84260,281932,120,3671,500,84204,281987,120,3671,483,83317,282873,120,3669,482,83365,282824,120,3669,644,99365,266823,120,3669,645,99882,266305,120,3669,641,99009,267177,120,960,666675,2262846
128x128x128w33-24-28,366413,366411,366417,366415,366417,366267,366267,366248,370572,366422,3686,488,33773,333010,120,3686,484,84825,281952,120,3686,477,84599,282177,120,3686,478,84022,282753,120,3684,475,83564,283210,120,3684,624,100148,266625,120,3684,623,100288,266484,120,3684,641,100020,266751,120,960,671239,2262962
128x128x128w33-24-29,366484,366484,366455,366465,366469,366371,366371,366367,370674,366486,3723,480,33672,333174,120,3723,476,84367,282475,120,3723,504,84252,282589,120,3723,493,83559,283281,120,3721,488,83626,283213,120,3721,585,99897,266941,120,3721,584,100047,266790,120,3721,587,99802,267034,120,960,669222,2265497
128x128x128w33-24-30,365470,365470,365474,365474,365473,365389,365395,365371,369661,365478,3729,478,33178,332652,120,3729,471,83903,281920,120,3729,466,84000,281822,120,3729,465,83001,282820,120,3727,465,82955,282865,120,3727,548,98956,266863,120,3727,541,99331,266487,120,3727,564,99129,266688,120,960,664453,2262117
128x128x128w33-24-31,367596,367595,367582,367578,367586,367546,367546,367547,371768,367597,3714,472,34230,333720,120,3714,468,84901,283044,120,3714,480,85123,282821,120,3714,483,84344,283599,120,3712,474,84664,283278,120,3712,513,100096,267845,120,3712,512,101061,266879,120,3712,510,100500,267439,120,960,674919,2268625
128x128x128w34-24-26,365678,365683,365483,365487,365465,365476,365472,365470,369760,365686,3650,458,32852,333166,120,3642,445,33006,333004,120,3642,645,100889,265121,120,3642,641,100315,265695,120,3640,663,100970,265040,120,3640,652,99111,266899,120,3640,656,99656,266354,120,3640,650,99222,266780,120,960,666021,2262059
128x128x128w34-24-27,365528,365534,365330,365348,365352,365355,365355,365355,369630,365536,3663,465,32712,333163,120,3655,451,32620,333247,120,3655,655,100754,265113,120,3655,637,99686,266181,120,3653,633,100277,265590,120,3653,630,98856,267011,120,3653,630,99864,266003,120,3653,622,99301,266558,120,960,664070,2262866
128x128x128w34-24-28,365854,365863,365685,365714,365703,365716,365708,365716,369954,365864,3664,462,32710,333488,120,3656,445,32736,333454,120,3656,623,101142,265048,120,3656,594,100085,266105,120,3654,605,100193,265997,120,3654,592,99278,266912,120,3654,600,99592,266598,120,3654,584,99346,266836,120,960,665082,2264438
128x128x128w34-24-29,366163,366169,366031,366051,366053,366056,366056,366056,370295,366171,3698,460,32815,333690,120,3690,446,32821,333676,120,3690,584,100768,265729,120,3690,564,99959,266538,120,3688,562,100157,266340,120,3688,559,99298,267199,120,3688,559,99537,266960,120,3688,551,98773,267716,120,960,664128,2267848
128x128x128w34-24-30,365439,365447,365379,365380,365386,365368,365380,365358,369569,365448,3706,442,32914,332849,120,3698,433,32805,332957,120,3698,500,100924,264837,120,3698,498,100102,265658,120,3696,491,99878,265881,120,3696,508,99237,266521,120,3696,495,99228,266529,120,3696,516,99270,266486,120,960,664358,2261718
128x128x128w35-24-26,349721,349721,349689,349701,349704,349711,349712,349505,353870,349723,3706,460,34042,316021,120,3706,452,34262,315793,120,3706,483,34363,315691,120,3706,470,84445,265608,120,3704,466,84723,265329,120,3704,458,83384,266667,120,3704,456,83921,266129,120,3704,662,100970,249079,120,960,540110,2260317
128x128x128w35-24-27,350167,350164,350169,350178,350179,350156,350156,349977,354332,350184,3706,476,34333,316192,120,3706,471,34010,316507,120,3706,465,34364,316152,120,3706,455,84348,266167,120,3704,453,84210,266304,120,3704,475,83279,267234,120,3704,474,83256,267256,120,3704,652,100620,249891,120,960,538420,2265703
128x128x128w35-24-28,350126,350126,350127,350127,350128,350119,350116,349963,354275,350133,3703,458,34235,316231,120,3703,455,34514,315949,120,3703,453,34381,316081,120,3703,452,84562,265899,120,3701,450,84787,265673,120,3701,458,83305,267154,120,3701,460,84132,266326,120,3701,612,100623,249834,120,960,540539,2263147
128x128x128w35-24-29,350452,350453,350448,350456,350453,350456,350440,350322,354648,350462,3748,465,33939,316860,120,3748,456,34374,316417,120,3748,460,34319,316471,120,3748,451,84431,266358,120,3746,453,84802,265986,120,3746,449,83438,267349,120,3746,464,83727,267059,120,3746,581,100676,250109,120,960,539706,2266609
128x128x128w36-24-26,349304,349312,349313,349318,349093,349098,349100,349095,353414,349321,3673,457,33974,315669,120,3665,439,33802,315831,120,3665,439,34343,315291,120,3665,432,33120,316512,120,3663,658,101827,247806,120,3663,653,100426,249207,120,3663,651,100514,249119,120,3663,656,101056,248577,120,960,539062,2258012
128x128x128w36-24-27,349828,349838,349836,349845,349646,349659,349660,349649,353944,349848,3677,459,33780,316389,120,3669,439,34202,315957,120,3669,442,34544,315616,120,3669,431,33090,317068,120,3667,631,101472,248687,120,3667,618,100623,249536,120,3667,617,101473,248686,120,3667,628,100929,249230,120,960,540113,2261169
128x128x128w36-24-28,350128,350133,350135,350139,350002,349986,349988,349980,354252,350142,3691,453,33963,316500,120,3683,438,34488,315965,120,3683,437,34209,316245,120,3683,431,33000,317452,120,3681,569,101236,249217,120,3681,585,100993,249460,120,3681,583,100982,249471,120,3681,591,101331,249122,120,960,540202,2263432
128x128x128w37-24-26,350152,349959,349963,349958,349946,349952,349957,349937,354299,350153,3722,442,34629,315847,120,3722,627,51465,299003,120,3722,622,51663,298804,120,3722,626,50748,299718,120,3720,637,50905,299560,120,3720,630,101160,249304,120,3720,624,101427,249036,120,3720,643,101013,249449,120,960,543010,2260721
128x128x128w37-24-27,350443,350276,350286,350282,350278,350278,350283,350254,354571,350444,3719,425,34467,316283,120,3719,585,51567,299176,120,3719,574,51602,299140,120,3719,577,50505,300236,120,3717,580,50550,300190,120,3717,579,100954,249785,120,3717,573,101389,249349,120,3717,601,100767,249970,120,960,541801,2264129
128x128x128w38-24-26,333974,333978,333973,333981,333983,333987,333782,333782,338075,333992,3707,399,35291,298964,120,3699,408,35394,298874,120,3699,411,35348,298918,120,3699,404,34201,300066,120,3697,399,34528,299736,120,3697,394,33232,301031,120,3697,598,102700,231562,120,3697,597,101758,232503,120,960,412452,2261654
